highway_n,osmid_n,ref_n,geometry_n
,49185162,,POINT (-117.168288 32.742204)
,49119631,,POINT (-116.9511584 32.6360756)
,49316240,,POINT (-117.062027 32.77293)
,49774992,,POINT (-117.149231 32.744331)
,49119633,,POINT (-116.9506899 32.6364757)
,49119634,,POINT (-116.9502046 32.6368292)
,48923029,,POINT (-117.1950816 32.7493875)
,49119643,,POINT (-117.10125 32.69685)
,49119646,,POINT (-117.055267 32.757244)
,49381795,,POINT (-117.052368 32.627365)
,49316262,,POINT (-117.248177 32.7981721)
,49381799,,POINT (-117.050102 32.621559)
,49316264,,POINT (-117.242706 32.7993771)
,49119660,,POINT (-117.056419 32.761292)
,49381806,,POINT (-117.048752 32.618217)
turning_circle,49447343,,POINT (-117.073357 32.745289)
,49119663,,POINT (-117.05732 32.761436)
,49381809,,POINT (-117.048141 32.61665)
,49447346,,POINT (-117.072449 32.745579)
,49381811,,POINT (-117.047836 32.615871)
turning_circle,49119668,,POINT (-117.058189 32.76247)
,49250741,,POINT (-117.078697 32.714676)
,49250742,,POINT (-117.078728 32.716743)
,48923063,,POINT (-116.921463 32.754513)
,48923064,,POINT (-117.0870485 32.7827097)
,49381812,,POINT (-117.047546 32.615108)
,49381816,,POINT (-117.046944 32.613575)
,49381813,,POINT (-117.047249 32.614346)
traffic_signals,48923068,,POINT (-117.0880104 32.780385)
,49381817,,POINT (-117.046631 32.612778)
traffic_signals,3666641342,,POINT (-117.1577675 32.7050426)
traffic_signals,3666641343,,POINT (-117.1576637 32.7051436)
turning_circle,49709504,,POINT (-117.1071841 32.7245304)
,49250748,,POINT (-116.939484 32.784733)
,49381820,,POINT (-117.046028 32.611214)
turning_circle,49381824,,POINT (-117.04496 32.608471)
,49512897,,POINT (-117.0718614 32.7707749)
,48988612,,POINT (-116.919838 32.634487)
,49512908,,POINT (-117.065697 32.770683)
,49512910,,POINT (-117.064407 32.770458)
,49447375,,POINT (-117.065773 32.747093)
,49512912,,POINT (-117.063316 32.770252)
bus_stop,49512917,,POINT (-117.056534 32.769012)
,49250777,,POINT (-116.990058 32.7751926)
,49250778,,POINT (-116.9883012 32.7750099)
,49381851,,POINT (-117.052757 32.629871)
,49447389,,POINT (-117.033997 32.718544)
,49447390,,POINT (-117.032982 32.718544)
,49447392,,POINT (-117.086197 32.795002)
,49447393,,POINT (-117.083252 32.794994)
,49250795,,POINT (-117.1013865 32.5582434)
,48857581,,POINT (-117.0642077 32.6479819)
,49709551,,POINT (-117.112503 32.68652)
,49250807,,POINT (-117.0885353 32.5582057)
,48857593,,POINT (-117.0617464 32.6459076)
,49250809,,POINT (-117.084084 32.558201)
,49381891,,POINT (-116.998741 32.650806)
turning_circle,49381892,,POINT (-116.9991635 32.650455)
turning_circle,49447433,,POINT (-116.956734 32.728565)
,49447435,,POINT (-116.957077 32.728874)
turning_circle,49644045,,POINT (-117.0831578 32.6628538)
,49250835,,POINT (-116.9818193 32.7747106)
,49250841,,POINT (-117.026619 32.79863)
turning_circle,49381915,,POINT (-117.174568 32.793732)
,49250852,,POINT (-117.018227 32.7981)
,5234065960,,POINT (-117.0185469 32.571836)
,49250864,,POINT (-116.9481651 32.7538062)
,5536776756,,POINT (-117.1466991 32.6954122)
turning_circle,49250874,,POINT (-116.9458397 32.7530525)
,5680693823,,POINT (-116.9283157 32.792732)
turning_circle,49250881,,POINT (-116.9636199 32.6576589)
,5680693830,,POINT (-116.9284365 32.790896)
,5680693831,,POINT (-116.9291701 32.7908892)
turning_circle,49709640,,POINT (-117.066406 32.635124)
motorway_junction,295207497,,POINT (-117.0002977 32.7786152)
,5680693832,,POINT (-116.928161 32.7908941)
,5680693833,,POINT (-116.9288771 32.7908919)
,5680693836,,POINT (-116.9288283 32.7915567)
,5680693837,,POINT (-116.9291664 32.791567)
,49250887,,POINT (-116.9527596 32.7791252)
,49119815,,POINT (-117.144814 32.645435)
,295207505,,POINT (-117.0017952 32.7780354)
,5680693841,,POINT (-116.9288243 32.7919894)
,5680693843,,POINT (-116.9284203 32.792009)
,49119826,,POINT (-117.145363 32.647129)
,49119827,,POINT (-117.015228 32.632183)
,5680693847,,POINT (-116.92909 32.7922132)
,49709662,,POINT (-117.089523 32.627975)
,49119846,,POINT (-117.08773 32.638157)
,49119847,,POINT (-117.088173 32.638077)
traffic_signals,49381992,,POINT (-116.9754372 32.5679703)
,49381993,,POINT (-116.9754583 32.566006)
,49119850,,POINT (-116.973747 32.652161)
,48988785,,POINT (-117.050911 32.705048)
,49316466,,POINT (-116.986771 32.645409)
turning_circle,49382003,,POINT (-117.080109 32.761589)
,49119861,,POINT (-116.975571 32.650806)
,49185404,,POINT (-117.126266 32.764477)
,2705359485,,POINT (-117.1505528 32.731089)
,49316482,,POINT (-117.244019 32.722363)
turning_circle,460030594,,POINT (-116.9577105 32.6209545)
,460030595,,POINT (-116.957293 32.621111)
,460030597,,POINT (-116.9555488 32.622033)
,49644166,,POINT (-117.2211973 32.7349226)
turning_circle,460030599,,POINT (-116.9534489 32.6230219)
turning_circle,460030600,,POINT (-116.9571416 32.6202813)
,460030601,,POINT (-116.9568851 32.6203849)
,49316490,,POINT (-117.243267 32.7233222)
,49644170,,POINT (-117.223671 32.736431)
,49185420,,POINT (-117.127419 32.766621)
,49316492,,POINT (-117.243179 32.723621)
,460030603,,POINT (-116.9548682 32.6215006)
,49316495,,POINT (-117.024933 32.59951)
,49316496,,POINT (-117.024933 32.599068)
turning_circle,460030604,,POINT (-116.9545609 32.6217754)
,460030607,,POINT (-116.9574446 32.6235437)
,460030608,,POINT (-116.9571309 32.6238586)
,460030609,,POINT (-116.9567884 32.6242075)
,460030610,,POINT (-116.956522 32.6244893)
,460030611,,POINT (-116.9564355 32.6245777)
,460030612,,POINT (-116.9561775 32.6248316)
,460030613,,POINT (-116.9560917 32.6243472)
,460030614,,POINT (-116.9564436 32.6239786)
,460030615,,POINT (-116.9581255 32.6247567)
,460030616,,POINT (-116.9582527 32.6245064)
,48857747,,POINT (-116.9061606 32.7874111)
,460030622,,POINT (-116.9604284 32.6233064)
,2401796768,,POINT (-116.9858964 32.7710946)
,48857760,,POINT (-116.911102 32.781558)
motorway_junction,48857761,10,POINT (-117.1094931 32.6632564)
traffic_signals,48857762,,POINT (-117.1086294 32.6599655)
,460030625,,POINT (-116.9580796 32.6240211)
,460030627,,POINT (-116.9560153 32.6223953)
,4617044646,,POINT (-117.0249163 32.7374845)
,48857765,,POINT (-117.1069235 32.6569994)
,460030629,,POINT (-116.9581537 32.626641)
,460030631,,POINT (-116.9585732 32.626364)
,460030632,,POINT (-116.9577747 32.6262828)
,460030633,,POINT (-116.9581901 32.6259996)
,460030634,,POINT (-116.9573719 32.6259059)
,460030635,,POINT (-116.9577977 32.6256245)
,460030636,,POINT (-116.9569699 32.6255127)
,460030637,,POINT (-116.9573632 32.6251968)
,49316528,,POINT (-117.0271401 32.619017)
,460030638,,POINT (-116.957888 32.6246759)
,460030639,,POINT (-116.9575288 32.6241531)
,49644205,,POINT (-117.2390818 32.7472753)
turning_circle,49709748,,POINT (-117.070976 32.765358)
,460030641,,POINT (-116.9569035 32.6247623)
,460030642,,POINT (-116.9566324 32.6251424)
,460030643,,POINT (-116.9599283 32.6255328)
stop,49644210,,POINT (-117.2466289 32.7520451)
,460030645,,POINT (-116.9600828 32.6265704)
,460030646,,POINT (-116.9601715 32.6269992)
,460030647,,POINT (-116.9596108 32.6271231)
,460030648,,POINT (-116.9594545 32.626727)
,460030649,,POINT (-116.9590954 32.6273123)
,460030651,,POINT (-116.9589182 32.6268816)
,49054399,,POINT (-116.99614 32.74321)
,460030652,,POINT (-116.9596938 32.6263198)
turning_circle,49054401,,POINT (-116.9958653 32.7429687)
,49054402,,POINT (-117.091217 32.662743)
,49054403,,POINT (-117.091316 32.663013)
,49054404,,POINT (-116.975731 32.749168)
,460030654,,POINT (-116.9587807 32.6265851)
,48857791,,POINT (-117.1093495 32.663727)
,460030656,,POINT (-116.9592841 32.6258681)
traffic_signals,48857793,,POINT (-117.1076347 32.6602463)
,460030657,,POINT (-116.9571602 32.6249649)
motorway_junction,48857795,10,POINT (-117.1063703 32.6564962)
,49054411,,POINT (-116.974037 32.749428)
,460030661,,POINT (-116.9596094 32.6258348)
,460030660,,POINT (-116.9584221 32.6262125)
,295207630,,POINT (-116.9942096 32.7790525)
,49054414,,POINT (-116.972252 32.749554)
,460030663,,POINT (-116.9580895 32.6251083)
,460030665,,POINT (-116.9582723 32.6251596)
,460030668,,POINT (-116.9594503 32.6251729)
,49054419,,POINT (-116.97007 32.750046)
,49054420,,POINT (-116.969498 32.750835)
,49185493,,POINT (-116.963387 32.784042)
turning_circle,49709781,,POINT (-117.023857 32.704342)
,49185495,,POINT (-116.965363 32.784035)
,49185496,,POINT (-116.966118 32.784035)
,49185497,,POINT (-116.9666054 32.7840267)
,48923352,,POINT (-117.1453735 32.7202644)
,48923354,,POINT (-117.1445938 32.7208311)
,49185500,,POINT (-116.968178 32.784023)
turning_circle,460030676,,POINT (-116.9619605 32.6266276)
,460030678,,POINT (-116.961808 32.6261472)
,49185503,,POINT (-116.968771 32.784023)
turning_circle,460030679,,POINT (-116.9613092 32.6267428)
,460030681,,POINT (-116.9611386 32.6263062)
,49185506,,POINT (-116.97506 32.784027)
,460030683,,POINT (-116.9609755 32.6258002)
turning_circle,460030685,,POINT (-116.9610098 32.6254532)
,460030686,,POINT (-116.9597611 32.62663)
motorway_junction,360612582,15A,POINT (-117.1474888 32.706001)
,460030692,,POINT (-116.9575982 32.6245381)
,460030695,,POINT (-116.960308 32.6265493)
,2630779625,,POINT (-116.9721402 32.5533559)
,460030697,,POINT (-116.9585555 32.6270326)
,460030698,,POINT (-116.961748 32.6256412)
,460030699,,POINT (-116.9635762 32.625381)
,49382124,,POINT (-116.960327 32.799114)
,460030700,,POINT (-116.9629238 32.6254532)
,460030701,,POINT (-116.9623574 32.6255689)
,49251055,,POINT (-117.057983 32.773163)
,49251056,,POINT (-117.057243 32.773163)
motorway_junction,295207666,14B,POINT (-116.9936803 32.7793254)
,460030702,,POINT (-116.9636877 32.625887)
,49251058,,POINT (-117.0569242 32.7333048)
,460030704,,POINT (-116.9624947 32.6260388)
,49251060,,POINT (-117.0561082 32.7324471)
turning_circle,460030706,,POINT (-116.963446 32.6250307)
,49709816,,POINT (-116.980179 32.7388)
,49316601,,POINT (-117.0390684 32.5508061)
,460030710,,POINT (-116.9632071 32.6267544)
turning_circle,49251063,,POINT (-117.031357 32.619579)
,49185532,,POINT (-116.977753 32.645905)
turning_circle,460030712,,POINT (-116.9622438 32.6251645)
turning_circle,460030713,,POINT (-116.9631834 32.6264799)
,49644282,,POINT (-117.071999 32.663601)
,460030714,,POINT (-116.9625908 32.6242586)
,49251068,,POINT (-117.030441 32.619797)
turning_circle,49251072,,POINT (-117.029762 32.620071)
,49251074,,POINT (-116.983353 32.747078)
,49185540,,POINT (-116.979279 32.644451)
,49251075,,POINT (-116.981842 32.747063)
,49775368,,POINT (-116.999634 32.794945)
,49578764,,POINT (-117.040459 32.622662)
,49054477,,POINT (-117.0381592 32.5958371)
turning_circle,49775373,,POINT (-116.9997074 32.7956004)
,49578767,,POINT (-117.046059 32.620995)
turning_circle,49185557,,POINT (-116.97757 32.643883)
,49578775,,POINT (-117.186546 32.743492)
traffic_signals,48988952,,POINT (-117.085098 32.697033)
,49185561,,POINT (-117.077728 32.715023)
,49185563,,POINT (-117.077744 32.716732)
,49251099,,POINT (-117.1219831 32.7487719)
,49251101,,POINT (-117.121392 32.748912)
,49644328,,POINT (-117.038696 32.679855)
traffic_signals,49251115,,POINT (-117.119278 32.749767)
,49316654,,POINT (-116.957527 32.773144)
traffic_signals,49251119,,POINT (-117.11805 32.749756)
traffic_signals,49251120,,POINT (-117.116814 32.749748)
,49251123,,POINT (-117.114326 32.749725)
,49251126,,POINT (-117.113113 32.749714)
,4619207479,,POINT (-116.9039378 32.7876797)
,49251128,,POINT (-117.11187 32.749706)
,4619207481,,POINT (-116.9039016 32.7891311)
,49578811,,POINT (-117.004669 32.640732)
,48988990,,POINT (-116.999359 32.716717)
traffic_signals,49251135,,POINT (-117.1094572 32.7496321)
,49644357,,POINT (-117.1199754 32.7856019)
,49251143,,POINT (-117.1069299 32.7496604)
,49251144,,POINT (-117.10569 32.749653)
,49251146,,POINT (-117.104446 32.749645)
,49251148,,POINT (-117.103233 32.749634)
traffic_signals,49447761,,POINT (-117.1985927 32.7567724)
traffic_signals,49251153,,POINT (-117.100883 32.749615)
traffic_signals,49447763,,POINT (-117.197974 32.7575082)
,5556831059,,POINT (-117.0733354 32.6149602)
turning_circle,49513299,,POINT (-117.131287 32.616951)
,49251157,,POINT (-117.099823 32.749603)
,49513305,,POINT (-117.132263 32.616215)
traffic_signals,49251162,,POINT (-117.098732 32.749596)
,49251164,,POINT (-117.097649 32.749588)
traffic_signals,49251167,,POINT (-117.096581 32.749577)
turning_circle,49513313,,POINT (-117.133003 32.615192)
,49251171,,POINT (-117.094421 32.749557)
,5751407460,,POINT (-117.1178671 32.73653)
,49251175,,POINT (-117.093353 32.74955)
traffic_signals,49251176,,POINT (-117.092278 32.749542)
,49120109,,POINT (-117.1286745 32.7305529)
,49120110,,POINT (-117.1286127 32.7314813)
,49120112,,POINT (-117.1285701 32.7319194)
,49251185,,POINT (-117.136337 32.748455)
,49251187,,POINT (-117.135719 32.748455)
,49251188,,POINT (-117.135101 32.748459)
,49251191,,POINT (-117.13385 32.748459)
traffic_signals,49251195,,POINT (-117.13279 32.748455)
traffic_signals,49251197,,POINT (-117.1326303 32.7484542)
,49251201,,POINT (-117.1319038 32.748451)
turning_circle,49578883,,POINT (-117.073334 32.720589)
,49251203,,POINT (-117.1314008 32.7484533)
,49054597,,POINT (-117.080612 32.737705)
,49054598,,POINT (-117.080559 32.739944)
,49251204,,POINT (-117.130989 32.748447)
traffic_signals,49251209,,POINT (-117.1563489 32.7483886)
,49578892,,POINT (-117.07225 32.719025)
,49054604,,POINT (-117.079773 32.741219)
,49578895,,POINT (-117.071274 32.718914)
traffic_signals,49251217,,POINT (-117.153458 32.7483947)
,49120149,,POINT (-116.92408 32.750732)
traffic_signals,49251222,,POINT (-117.1492771 32.7484199)
,49087868,,POINT (-117.171463 32.744183)
,49316761,,POINT (-116.937042 32.647083)
,49054617,,POINT (-117.090279 32.692673)
,49054619,,POINT (-117.088943 32.692646)
,49251224,,POINT (-117.1484071 32.7484248)
,49087869,,POINT (-117.1714866 32.7442496)
,49251225,,POINT (-117.1482701 32.7484256)
,49120154,,POINT (-116.92421 32.752174)
,49316768,,POINT (-116.934998 32.646255)
turning_circle,49120160,,POINT (-116.923073 32.752739)
,49251239,,POINT (-117.089073 32.749512)
,49578922,,POINT (-116.9589703 32.7869699)
,49251242,,POINT (-117.088577 32.749508)
traffic_signals,49251244,,POINT (-117.08799 32.749504)
,49578933,,POINT (-117.176086 32.77396)
traffic_signals,49251260,,POINT (-117.0836015 32.7491428)
,49578950,,POINT (-117.175819 32.775734)
,49120203,,POINT (-117.01973 32.748219)
,49120208,,POINT (-117.018547 32.749321)
traffic_signals,49251281,,POINT (-117.0705126 32.7502778)
,4621304789,,POINT (-117.2218687 32.753293)
traffic_signals,49251288,,POINT (-117.0668448 32.7520553)
,4621304792,,POINT (-117.2207275 32.7524289)
,49251292,,POINT (-117.059959 32.7542)
turning_circle,1922597853,,POINT (-117.1097201 32.7815119)
,49382366,,POINT (-117.078293 32.673153)
,1922597856,,POINT (-117.1097589 32.782238)
,49251303,,POINT (-117.0547837 32.7553098)
,49251305,,POINT (-117.0539669 32.7552884)
,2627765228,,POINT (-116.9628879 32.623258)
,2627765229,,POINT (-116.9624623 32.6233939)
,2627765231,,POINT (-116.9610679 32.6234528)
,49578992,,POINT (-117.009583 32.741211)
,2627765232,,POINT (-116.9623786 32.6238241)
,2627765233,,POINT (-116.9619503 32.6238842)
,2627765235,,POINT (-116.961109 32.6240566)
,2627765236,,POINT (-116.9631732 32.62411)
,3011347441,,POINT (-116.9508116 32.6616067)
,49251316,,POINT (-117.0498819 32.7551012)
,4341269495,,POINT (-117.0808739 32.6087933)
,2627765240,,POINT (-116.9607202 32.6242132)
,4341269496,,POINT (-117.0807416 32.6088369)
,2627765242,,POINT (-116.9625063 32.6242759)
,2627765243,,POINT (-116.9623373 32.6243105)
,2627765244,,POINT (-116.9620854 32.6243621)
,2627765245,,POINT (-116.96198 32.6243833)
,2627765246,,POINT (-116.9616589 32.6244477)
,2627765247,,POINT (-116.9633419 32.6244592)
,2627765248,,POINT (-116.9612472 32.6245317)
,49251320,,POINT (-117.0491336 32.7551429)
,49775617,,POINT (-116.957062 32.771614)
,2627765251,,POINT (-116.9608715 32.624607)
,2627765252,,POINT (-116.9624445 32.6247037)
,2627765253,,POINT (-116.9620876 32.6247732)
,2627765254,,POINT (-116.9617373 32.6248399)
,2627765255,,POINT (-116.9613302 32.6249254)
,2627765256,,POINT (-116.9609821 32.624997)
turning_circle,49113942,,POINT (-116.9361837 32.7546862)
,49382402,,POINT (-117.044487 32.668587)
,49251336,,POINT (-117.0430542 32.7551015)
,49120269,,POINT (-117.084061 32.7024)
,49113944,,POINT (-117.029121 32.786846)
,49251347,,POINT (-117.140038 32.748447)
,49251349,,POINT (-117.1291975 32.7484773)
traffic_signals,49251350,,POINT (-117.1289308 32.7484779)
,5686723607,,POINT (-116.9458838 32.785545)
traffic_signals,49251352,,POINT (-117.1282699 32.7484811)
traffic_signals,49251353,,POINT (-117.1277038 32.7484821)
,49251354,,POINT (-117.1271653 32.7484861)
,49120283,,POINT (-117.083969 32.700233)
,49251356,,POINT (-117.126451 32.7484905)
,49251357,,POINT (-117.1261 32.7484921)
,49579039,,POINT (-117.0132975 32.7498431)
,49120287,,POINT (-116.9413765 32.7948846)
,49579041,,POINT (-117.0124923 32.750849)
,49251360,,POINT (-117.038642 32.7567366)
,49513507,,POINT (-117.200363 32.771095)
,49251362,,POINT (-117.0224305 32.7674609)
,49120291,,POINT (-116.941353 32.792511)
,49120292,,POINT (-116.941353 32.791306)
turning_circle,49054759,,POINT (-117.105827 32.7822136)
,49120293,,POINT (-116.941353 32.789108)
,49120294,,POINT (-116.941353 32.788918)
,49054762,,POINT (-117.106728 32.783314)
,49054763,,POINT (-117.106697 32.78392)
,49251366,,POINT (-117.0216909 32.7673532)
,49251367,,POINT (-117.0209104 32.7674288)
,49251368,,POINT (-117.019211 32.767715)
,49251370,,POINT (-117.01757 32.768082)
,49251372,,POINT (-117.016518 32.768311)
,49382440,,POINT (-117.038277 32.67215)
,49251375,,POINT (-117.0144776 32.7683741)
,49054773,,POINT (-117.171463 32.689976)
,49054774,,POINT (-117.1712562 32.6894163)
,49054775,,POINT (-117.170151 32.686455)
,49054776,,POINT (-117.169487 32.684696)
,49054777,,POINT (-117.168961 32.683273)
traffic_signals,49251382,,POINT (-117.1639122 32.7482379)
traffic_signals,49251387,,POINT (-117.1615945 32.7482446)
,49054781,,POINT (-117.1691923 32.6825824)
,49316927,,POINT (-117.036301 32.631432)
,49316929,,POINT (-117.035782 32.631378)
,49054788,,POINT (-117.081322 32.760437)
,49054799,,POINT (-117.082657 32.761353)
,49382483,,POINT (-117.073196 32.692093)
,5717787732,,POINT (-117.2164517 32.7528655)
traffic_signals,49251412,,POINT (-117.1595896 32.7483371)
,49120341,,POINT (-116.912491 32.767635)
,49316951,,POINT (-117.0071839 32.6471711)
traffic_signals,49251414,,POINT (-117.158379 32.748379)
,49054809,,POINT (-117.083717 32.762825)
,49316954,,POINT (-117.0079299 32.6468872)
,49054811,,POINT (-117.083847 32.763454)
,49054812,,POINT (-117.083252 32.762943)
,49054813,,POINT (-117.082428 32.761459)
,49054814,,POINT (-117.084686 32.766678)
,49054815,,POINT (-117.08432 32.766739)
,49579099,,POINT (-117.196617 32.776161)
,49054817,,POINT (-117.08403 32.766521)
,49382496,,POINT (-117.069206 32.693184)
turning_circle,5970691170,,POINT (-117.0054594 32.7483548)
,5970691171,,POINT (-116.9801297 32.7736837)
,49513571,,POINT (-116.987198 32.657692)
,49579111,,POINT (-117.195091 32.778839)
,5970691175,,POINT (-116.9797685 32.7731117)
,49054829,,POINT (-117.083794 32.765427)
,49513585,,POINT (-116.989326 32.658791)
,49054839,,POINT (-117.083687 32.764343)
,49054846,,POINT (-117.083382 32.763493)
,49054847,,POINT (-117.083473 32.764366)
,49054848,,POINT (-117.0837429 32.7666064)
,49054849,,POINT (-117.0835371 32.7654302)
,49120383,,POINT (-117.0294521 32.7686112)
turning_circle,49513600,,POINT (-116.991432 32.659126)
,49120386,,POINT (-117.029716 32.76981)
turning_circle,49775749,,POINT (-116.9687005 32.7329704)
,49054855,,POINT (-117.0861355 32.7674666)
,49579145,,POINT (-117.0620743 32.6479528)
,49775755,,POINT (-117.06076 32.632263)
,49113968,,POINT (-117.129494 32.703266)
,49120397,,POINT (-117.015289 32.660858)
,49448078,,POINT (-117.132446 32.627953)
,49579155,,POINT (-117.0579937 32.6478806)
turning_circle,49710228,,POINT (-117.043938 32.620216)
,49448083,,POINT (-117.132568 32.628345)
,49382547,,POINT (-117.0871662 32.6051348)
turning_circle,49710232,,POINT (-117.072029 32.76408)
turning_circle,49710234,,POINT (-116.935768 32.782814)
,49448096,,POINT (-117.132362 32.628494)
,48989344,,POINT (-116.970749 32.770786)
,48989345,,POINT (-116.970596 32.770786)
,49644708,,POINT (-117.2094309 32.7562615)
,49382567,,POINT (-117.058052 32.714535)
,49317032,,POINT (-117.028831 32.604969)
,49448105,,POINT (-117.1053807 32.5689503)
,49644713,,POINT (-117.208504 32.757275)
,49382570,,POINT (-117.0545929 32.7145265)
,49382576,,POINT (-117.051483 32.714527)
,49382577,,POINT (-117.049362 32.714523)
,5863015602,,POINT (-116.985011 32.7911394)
,49054899,,POINT (-117.1905357 32.7705795)
,5863015604,,POINT (-116.9847209 32.791134)
,5863015606,,POINT (-116.9852699 32.7908754)
,49382584,,POINT (-117.067963 32.714523)
traffic_signals,49317049,,POINT (-117.0976091 32.7929755)
,49382586,,POINT (-117.062523 32.714523)
traffic_signals,49317051,,POINT (-117.097426 32.7929771)
,49579196,,POINT (-117.0408106 32.6580352)
,49054911,,POINT (-117.075432 32.562889)
,49054912,,POINT (-117.075432 32.562191)
,49579201,,POINT (-117.036537 32.660488)
,49054913,,POINT (-117.075417 32.561493)
,49382592,,POINT (-117.059639 32.714563)
,49120449,,POINT (-117.2163732 32.7938904)
,49120450,,POINT (-117.2168614 32.7957447)
,49775814,,POINT (-117.049309 32.719963)
,49317063,,POINT (-117.0942941 32.7965405)
,49317064,,POINT (-117.0936178 32.7971238)
,49644744,,POINT (-117.1641203 32.7658554)
,49579215,,POINT (-117.0343315 32.6606178)
,49054946,,POINT (-117.059563 32.624023)
,49054947,,POINT (-117.058563 32.624294)
,49054948,,POINT (-117.057648 32.624561)
,49054949,,POINT (-117.055931 32.625072)
,49054950,,POINT (-117.054321 32.625523)
,49054951,,POINT (-117.053017 32.6259)
,49054952,,POINT (-117.051918 32.626228)
,49054953,,POINT (-117.050987 32.626484)
,49054954,,POINT (-117.050194 32.626717)
traffic_signals,49579243,,POINT (-117.022919 32.668716)
,49054956,,POINT (-117.048538 32.62719)
,49054955,,POINT (-117.049362 32.626942)
,49054958,,POINT (-117.04789 32.627491)
,49054959,,POINT (-117.04718 32.627907)
,49054960,,POINT (-117.0463381 32.6283474)
,49382633,,POINT (-117.001213 32.663944)
,2644502409,,POINT (-116.9347923 32.6352158)
,2644502411,,POINT (-116.9348378 32.6357607)
,49579259,,POINT (-117.0198029 32.6723608)
,3701376252,,POINT (-117.1649498 32.736564)
,49382659,,POINT (-116.997131 32.662525)
motorway_junction,274957578,8B,POINT (-117.0980292 32.6348377)
,49120522,,POINT (-117.109001 32.672379)
,49120523,,POINT (-117.108673 32.671509)
,49120524,,POINT (-117.108322 32.670654)
,49120525,,POINT (-117.107979 32.669781)
,49120527,,POINT (-117.106644 32.666344)
,49579280,,POINT (-117.072746 32.646175)
,49120526,,POINT (-117.106987 32.667198)
,3581904145,,POINT (-117.0744373 32.5721236)
,3581904146,,POINT (-117.0735409 32.5721237)
,652444947,,POINT (-117.029067 32.5668372)
,3581904143,,POINT (-117.0733242 32.5721189)
,652444951,,POINT (-117.0317921 32.5669276)
,652444952,,POINT (-117.0327577 32.5668643)
,49120537,,POINT (-117.218643 32.738842)
,49120538,,POINT (-117.219612 32.739433)
,49120539,,POINT (-117.220596 32.740036)
,49120540,,POINT (-117.221573 32.740631)
,49120541,,POINT (-117.222542 32.741226)
,49120542,,POINT (-117.227226 32.744102)
,3581904151,,POINT (-117.0754419 32.572203)
,3581904154,,POINT (-117.0744402 32.5725718)
,652444955,,POINT (-117.0337877 32.567018)
,3581904153,,POINT (-117.0735458 32.5725588)
turning_circle,652444957,,POINT (-117.0343885 32.5667287)
,49579300,,POINT (-116.9670441 32.6604391)
turning_circle,652444958,,POINT (-117.0317706 32.5663218)
motorway_junction,295208230,14C,POINT (-117.0071678 32.7762352)
,652444959,,POINT (-117.0349893 32.5651554)
,49120545,,POINT (-116.9482419 32.6352206)
,652444962,,POINT (-117.0367032 32.5663073)
turning_circle,652444961,,POINT (-117.0335516 32.565508)
,49120548,,POINT (-116.9494174 32.6341827)
,652444965,,POINT (-117.0257564 32.5661596)
turning_circle,652444966,,POINT (-117.025915 32.5664135)
turning_circle,652444967,,POINT (-117.0363089 32.5668372)
,652444972,,POINT (-117.0328972 32.564631)
,652444973,,POINT (-117.032865 32.565716)
,652444974,,POINT (-117.0328542 32.5662404)
turning_circle,652444981,,POINT (-117.028155 32.5673888)
,49055030,,POINT (-117.042641 32.793888)
turning_circle,652444982,,POINT (-117.0207783 32.5669508)
,652444984,,POINT (-117.0216785 32.5668912)
turning_circle,652444985,,POINT (-117.0230802 32.5665418)
,652444986,,POINT (-117.0238528 32.5660867)
,652444988,,POINT (-117.0243862 32.5664663)
,49055037,,POINT (-117.042107 32.796703)
,49055044,,POINT (-117.041481 32.799095)
,652444999,,POINT (-117.0252582 32.5645044)
,652445003,,POINT (-117.0242926 32.5655442)
turning_circle,652445006,,POINT (-117.0252453 32.565506)
turning_circle,652445007,,POINT (-117.0252209 32.5639857)
,652445008,,POINT (-117.0159119 32.5730886)
turning_circle,652445009,,POINT (-117.0163806 32.5729601)
,49579347,,POINT (-117.041527 32.707829)
turning_circle,652445012,,POINT (-117.0149554 32.5732824)
,652445014,,POINT (-117.0148996 32.5727283)
,49382744,,POINT (-117.0901678 32.575035)
turning_circle,652445017,,POINT (-117.0150192 32.5724127)
,652445018,,POINT (-117.0215117 32.5664352)
,4253844827,,POINT (-117.043152 32.65288)
,49382745,,POINT (-117.0892437 32.5750355)
,49120603,,POINT (-117.1322652 32.6232089)
,652445021,,POINT (-117.0143026 32.5738081)
,49120606,,POINT (-117.131721 32.621738)
,49120609,,POINT (-117.10968 32.671227)
,652445028,,POINT (-117.0179285 32.5741043)
,49120613,,POINT (-117.111656 32.670631)
turning_circle,49382758,,POINT (-117.086723 32.575439)
,652445030,,POINT (-117.0184463 32.5730082)
,49120615,,POINT (-117.110573 32.670578)
,652445031,,POINT (-117.0171865 32.5738946)
,49513833,,POINT (-117.107521 32.794975)
,49579371,,POINT (-117.119324 32.715164)
,652445034,,POINT (-117.0160284 32.5756754)
,652445035,,POINT (-117.0151762 32.5756499)
turning_circle,652445032,,POINT (-117.0173983 32.5732659)
,652445037,,POINT (-117.0151519 32.5737961)
,652445038,,POINT (-117.0160058 32.5737835)
turning_circle,652445033,,POINT (-117.016565 32.5756792)
turning_circle,652445042,,POINT (-117.0216821 32.575086)
turning_circle,49579380,,POINT (-117.015778 32.683079)
,4253844852,,POINT (-117.0417269 32.6527416)
