highway_n,osmid_n,ref_n,geometry_n
motorway_junction,48887209,11B,POINT (-117.0950397 32.6967433)
,49214890,,POINT (-116.961952 32.656574)
,49149356,,POINT (-117.194641 32.777058)
,49280432,,POINT (-117.074303 32.7690125)
,49345971,,POINT (-117.085025 32.7032207)
,49214900,,POINT (-116.963575 32.6566708)
,49345973,,POINT (-117.084061 32.70322)
,49345980,,POINT (-117.080742 32.703327)
,49214916,,POINT (-116.9654915 32.6575684)
turning_circle,49739206,,POINT (-116.9815813 32.6549818)
,49280455,,POINT (-117.073097 32.7690123)
,49214924,,POINT (-116.9661956 32.6583983)
,49542606,,POINT (-116.929367 32.797935)
,49346001,,POINT (-117.173683 32.776993)
,49542612,,POINT (-116.924026 32.798622)
,49346006,,POINT (-117.17334 32.780251)
,49608153,,POINT (-116.9851297 32.7746862)
,49542619,,POINT (-117.027718 32.72007)
,49346013,,POINT (-117.173599 32.782562)
,49477087,,POINT (-117.093803 32.569164)
,49477088,,POINT (-117.093803 32.568714)
,2627794409,,POINT (-116.9596798 32.6240858)
,49673708,,POINT (-117.134247 32.623257)
,2627794413,,POINT (-116.9602768 32.6253247)
,2627794415,,POINT (-116.9607465 32.6272846)
,2627794416,,POINT (-116.9607722 32.6274271)
,49214963,,POINT (-116.971313 32.658474)
,49477107,,POINT (-117.181763 32.768047)
,49608181,,POINT (-116.986748 32.773415)
,2627794430,,POINT (-116.9615833 32.6285251)
,49149443,,POINT (-116.965103 32.76321)
,275969557,,POINT (-117.1477765 32.7116311)
,49477145,,POINT (-116.9722309 32.7623221)
,49346075,,POINT (-117.227943 32.74221)
,49477150,,POINT (-117.107437 32.784122)
,1245771294,,POINT (-117.0648567 32.6259833)
,1245771295,,POINT (-117.0650783 32.6257888)
turning_circle,49673768,,POINT (-117.068863 32.700653)
,1245771305,,POINT (-117.0645671 32.6252273)
,276756013,,POINT (-117.1276521 32.7730112)
,1245771309,,POINT (-117.0639568 32.6253487)
,49083955,,POINT (-116.957207 32.629692)
,49083959,,POINT (-116.955467 32.629864)
,49083960,,POINT (-116.954803 32.630001)
,2824140344,,POINT (-116.9769174 32.5552255)
,49149503,,POINT (-116.960182 32.76239)
,1715964820,,POINT (-117.1126771 32.7886374)
traffic_signals,2824140355,,POINT (-116.9797898 32.5533831)
turning_circle,49280583,,POINT (-117.0737 32.751835)
,1715964822,,POINT (-117.1119171 32.7886587)
turning_circle,2824140366,,POINT (-116.976918 32.5561413)
,49083984,,POINT (-117.031723 32.611172)
,2824140368,,POINT (-116.9759679 32.5532921)
traffic_signals,2824140371,,POINT (-116.9799206 32.5552637)
,49083988,,POINT (-117.030869 32.609531)
,49083989,,POINT (-117.030586 32.608868)
,49083990,,POINT (-117.030319 32.608154)
,49608278,,POINT (-117.0284282 32.7477059)
traffic_signals,1715964824,,POINT (-117.1115893 32.7887283)
traffic_signals,2824140377,,POINT (-116.9799632 32.5533026)
,49083994,,POINT (-117.03186 32.612026)
,49083995,,POINT (-117.026573 32.679676)
,49608284,,POINT (-117.028061 32.748276)
,49083996,,POINT (-117.026039 32.679489)
turning_circle,49608286,,POINT (-117.027946 32.748352)
,49083999,,POINT (-117.013634 32.782257)
traffic_signals,2824140379,,POINT (-116.9797808 32.5552607)
,2824140380,,POINT (-116.9768991 32.5534556)
,49084002,,POINT (-117.014038 32.784485)
,49608290,,POINT (-117.2334975 32.7151181)
,49673829,,POINT (-117.057602 32.767578)
,49084006,,POINT (-117.014359 32.785988)
,49084007,,POINT (-117.014351 32.786724)
,49346150,,POINT (-117.079964 32.671921)
,49084010,,POINT (-117.014557 32.788006)
,49346154,,POINT (-117.078873 32.672218)
,49084014,,POINT (-117.015373 32.789322)
turning_circle,49149550,,POINT (-116.9570893 32.7622209)
,49346160,,POINT (-117.072189 32.674099)
,49608304,,POINT (-117.236153 32.713993)
,49084018,,POINT (-117.015533 32.790035)
,49084019,,POINT (-117.015533 32.790897)
,49346162,,POINT (-117.071182 32.674381)
,49608306,,POINT (-117.2367685 32.7141136)
,49084022,,POINT (-116.9687724 32.778454)
,49084023,,POINT (-116.969261 32.77845)
,49084024,,POINT (-116.970207 32.778454)
,49084025,,POINT (-116.972588 32.778461)
,49346166,,POINT (-117.07016 32.674679)
,49346171,,POINT (-117.092644 32.668346)
,421262963,,POINT (-117.1443327 32.7415478)
,49346173,,POINT (-117.092118 32.668488)
,3810784885,,POINT (-117.1469188 32.7458035)
,49346175,,POINT (-117.091621 32.668625)
,49346178,,POINT (-117.090599 32.668922)
,49346180,,POINT (-117.0896 32.669239)
traffic_signals,49542792,,POINT (-116.97551 32.794952)
,49346191,,POINT (-117.099777 32.666309)
,49346194,,POINT (-117.098747 32.666615)
,48952980,,POINT (-117.063293 32.579605)
,49346199,,POINT (-117.09774 32.66692)
,49346203,,POINT (-117.0843496 32.6705514)
,49346206,,POINT (-117.088034 32.669638)
,48952991,,POINT (-117.062187 32.583195)
,49346208,,POINT (-117.08754 32.669785)
,49346209,,POINT (-117.086517 32.670067)
,48952992,,POINT (-117.061996 32.583195)
,49346211,,POINT (-117.229393 32.744141)
traffic_signals,49280681,,POINT (-117.017677 32.678032)
,49280685,,POINT (-117.018333 32.6796)
,279049902,,POINT (-117.099487 32.5839227)
,279049904,,POINT (-117.101334 32.5839444)
,49608382,,POINT (-117.062302 32.677803)
,49346240,,POINT (-117.0485861 32.7387898)
turning_circle,49542852,,POINT (-116.978607 32.722389)
,4612617927,,POINT (-116.9905342 32.7578614)
,49608391,,POINT (-117.059631 32.678005)
turning_circle,3404068552,,POINT (-116.9705657 32.7472109)
,3404068554,,POINT (-116.9728059 32.7514589)
,3404068555,,POINT (-116.973688 32.7514703)
,49346253,,POINT (-117.0485333 32.7404456)
,49739479,,POINT (-117.157143 32.754513)
,49477339,,POINT (-117.005699 32.738335)
,2000090844,,POINT (-116.9567813 32.6276071)
,49477344,,POINT (-117.003487 32.738361)
,3404068577,,POINT (-116.9640808 32.7567894)
,3404068579,,POINT (-116.9703181 32.7574125)
,3404068580,,POINT (-116.9540045 32.7588359)
,49149670,,POINT (-117.0945512 32.5728462)
,279049959,,POINT (-117.107516 32.5839516)
,3575445224,,POINT (-117.0812873 32.5728133)
,3404068585,,POINT (-116.9550585 32.7600297)
,49149676,,POINT (-117.094383 32.571873)
,49739501,,POINT (-117.151733 32.752209)
,4343330542,,POINT (-116.9352255 32.7448798)
,49739504,,POINT (-117.084671 32.564274)
turning_circle,49149681,,POINT (-117.093618 32.571405)
,49149683,,POINT (-117.09362 32.571007)
,4343330549,,POINT (-116.9369539 32.7472285)
,4604032759,,POINT (-117.0985523 32.6946534)
,3575445240,,POINT (-117.0827096 32.5758989)
,4604032760,,POINT (-117.0985604 32.6939352)
,4604032761,,POINT (-117.0985725 32.6932181)
,49149687,,POINT (-117.093613 32.570324)
,4343330555,,POINT (-116.9402358 32.7499218)
,49673983,,POINT (-117.037888 32.712208)
,4343330560,,POINT (-116.9420365 32.7512566)
,49149695,,POINT (-117.079727 32.785061)
turning_circle,49149702,,POINT (-117.079521 32.785824)
,49542927,,POINT (-117.0653 32.574306)
,4343330577,,POINT (-116.927449 32.7567808)
,4343330578,,POINT (-116.9272536 32.7568293)
turning_circle,1169487635,,POINT (-116.9803406 32.6132477)
,660535066,,POINT (-117.2354443 32.7558529)
,49674011,,POINT (-117.0230292 32.7184395)
turning_circle,49542940,,POINT (-117.065559 32.573681)
,49215263,,POINT (-117.169922 32.6933224)
,49215265,,POINT (-117.1692689 32.6927249)
,49674019,,POINT (-117.0203132 32.7168375)
,49149739,,POINT (-117.141647 32.789665)
,351926062,,POINT (-117.0153521 32.6857277)
,6300825391,,POINT (-117.0367926 32.7272366)
,49280814,,POINT (-117.088219 32.680317)
,49149742,,POINT (-117.142197 32.790562)
,49280816,,POINT (-117.087762 32.680252)
,49280821,,POINT (-117.049405 32.7632676)
,49149750,,POINT (-117.143593 32.793587)
,49608506,,POINT (-117.012283 32.649498)
,49149755,,POINT (-117.143463 32.794369)
,49674045,,POINT (-117.001617 32.714844)
,49608510,,POINT (-117.011864 32.650143)
,49149759,,POINT (-117.141731 32.797535)
,49608514,,POINT (-116.975243 32.778782)
,49149762,,POINT (-117.14151 32.798191)
,275969866,,POINT (-117.1473333 32.7138055)
,49674060,,POINT (-116.9357316 32.7946016)
traffic_signals,49674067,,POINT (-116.9336304 32.7925405)
motorway_junction,1832974164,20A,POINT (-117.1493722 32.7988237)
,49346389,,POINT (-117.01207 32.645409)
,49674072,,POINT (-116.9289838 32.788574)
,49346393,,POINT (-117.011841 32.646305)
,660535141,,POINT (-117.2370617 32.7541935)
,49674087,,POINT (-116.9274123 32.7806328)
,49543016,,POINT (-117.0619896 32.5838284)
,49674110,,POINT (-116.9278751 32.7730163)
,460846976,,POINT (-117.0960725 32.7356858)
,49674113,,POINT (-116.927887 32.768864)
,49543046,,POINT (-117.0624777 32.5821758)
traffic_signals,2802972550,,POINT (-117.2032166 32.7440127)
,1376384904,,POINT (-117.0131725 32.7422365)
,1376384906,,POINT (-117.0115519 32.7413288)
,2802972556,,POINT (-117.2124876 32.7441687)
traffic_signals,49608591,,POINT (-117.1656194 32.7198824)
,4018993040,,POINT (-117.0762885 32.5965637)
,49543055,,POINT (-117.0356163 32.6148314)
,49346450,,POINT (-117.012032 32.706352)
,49346451,,POINT (-117.013443 32.709949)
,4018993043,,POINT (-117.0765588 32.5972103)
turning_circle,49346453,,POINT (-117.015121 32.713326)
,4018993045,,POINT (-117.0771418 32.5978448)
,4848220047,,POINT (-117.0344144 32.6280863)
,4848220048,,POINT (-117.0342274 32.6281)
traffic_signals,2802972562,,POINT (-117.2096329 32.7425253)
,4848220051,,POINT (-117.0362079 32.6287719)
,4848220052,,POINT (-117.0366126 32.6287967)
,4848220053,,POINT (-117.0339943 32.6279635)
,49215389,,POINT (-117.067993 32.7174)
,49543063,,POINT (-117.0355488 32.6141184)
,2802972568,,POINT (-117.2106296 32.7430712)
traffic_signals,2802972569,,POINT (-117.1782946 32.7358917)
turning_circle,49543067,,POINT (-117.0348956 32.6123449)
,1376384925,,POINT (-117.0131922 32.7497832)
,49608612,,POINT (-117.174599 32.739513)
,1376384932,,POINT (-117.0146692 32.743788)
turning_circle,49653882,,POINT (-116.961304 32.739033)
,49215402,,POINT (-117.066139 32.720009)
,49215403,,POINT (-117.066093 32.720188)
,49608619,,POINT (-117.1770604 32.7422293)
turning_circle,49608621,,POINT (-117.167122 32.727589)
,49477549,,POINT (-116.927727 32.798859)
traffic_signals,2802972588,,POINT (-117.1752326 32.7326354)
turning_circle,49653884,,POINT (-116.960602 32.739014)
,49215414,,POINT (-117.066856 32.723179)
,1376384952,,POINT (-117.0150228 32.746352)
,49608633,,POINT (-117.1716617 32.7361577)
,49215430,,POINT (-117.065567 32.726158)
traffic_signals,2900087256,,POINT (-116.9551859 32.6613691)
,49543113,,POINT (-117.089973 32.795483)
,49674189,,POINT (-117.049316 32.710648)
,3602053072,,POINT (-117.0498375 32.5671609)
turning_circle,3602053073,,POINT (-117.0498264 32.5671836)
traffic_signals,2900087258,,POINT (-116.9553322 32.6614001)
,49674195,,POINT (-117.042282 32.710732)
,5681379285,,POINT (-117.0051555 32.7315771)
,5681379286,,POINT (-117.0051454 32.7322451)
,49215446,,POINT (-117.145561 32.744354)
,49674212,,POINT (-117.038544 32.712105)
,5681379303,,POINT (-117.0112611 32.7355857)
turning_circle,49346551,,POINT (-117.247093 32.72002)
,49018873,,POINT (-117.048218 32.58979)
,49084411,,POINT (-117.1997412 32.7499173)
,49084412,,POINT (-117.201027 32.750553)
traffic_signals,49084413,,POINT (-117.2048277 32.752893)
traffic_signals,49084414,,POINT (-117.2050427 32.7530242)
,49084415,,POINT (-117.205757 32.753471)
turning_circle,49149947,,POINT (-117.1900112 32.7772517)
,49084417,,POINT (-117.20668 32.754036)
,49084418,,POINT (-117.2080493 32.7548572)
,49149949,,POINT (-117.1896975 32.777935)
,49084420,,POINT (-117.209768 32.7558942)
,49608709,,POINT (-117.104843 32.771381)
,49674242,,POINT (-116.9823969 32.7135237)
,49281028,,POINT (-117.0987637 32.5684475)
,49281030,,POINT (-117.098763 32.56625)
,49084425,,POINT (-117.21405 32.758045)
,49084426,,POINT (-117.186996 32.742794)
,49084427,,POINT (-117.188087 32.743313)
,49084428,,POINT (-117.189178 32.743843)
,49084429,,POINT (-117.190262 32.744347)
,49084430,,POINT (-117.191338 32.744854)
,49084431,,POINT (-117.192543 32.745434)
,2900087270,,POINT (-116.9600047 32.6615546)
,49084434,,POINT (-117.183766 32.7414058)
,49149971,,POINT (-116.977707 32.663517)
,49084436,,POINT (-117.1847766 32.7419207)
,49084437,,POINT (-117.014069 32.629467)
,49084438,,POINT (-117.013924 32.630344)
turning_circle,49281044,,POINT (-117.072258 32.750351)
turning_circle,49149974,,POINT (-116.978752 32.663464)
,49084441,,POINT (-117.013893 32.630917)
,49346585,,POINT (-117.24646 32.723137)
turning_circle,49149976,,POINT (-117.001846 32.648331)
turning_circle,49346588,,POINT (-116.952881 32.761032)
,49084444,,POINT (-117.014313 32.632359)
,49149977,,POINT (-117.001503 32.648643)
motorway_junction,48953381,,POINT (-116.9995409 32.7796362)
,49084455,,POINT (-117.031029 32.675156)
,48953384,,POINT (-116.9970936 32.7798462)
,49084456,,POINT (-117.030037 32.672829)
,49084458,,POINT (-117.028877 32.670116)
turning_circle,49149994,,POINT (-117.18988 32.779602)
,49149995,,POINT (-117.189659 32.779419)
,48953391,,POINT (-116.993271 32.779533)
,49346608,,POINT (-116.94841 32.759197)
,49281073,,POINT (-117.068832 32.702339)
turning_circle,49281075,,POINT (-117.068817 32.701988)
traffic_signals,49346613,,POINT (-117.1401876 32.705276)
,4341626935,,POINT (-117.0433551 32.7532041)
,49346618,,POINT (-117.1402067 32.707382)
,49608763,,POINT (-117.2032277 32.7844326)
,49674302,,POINT (-117.023827 32.735542)
,4341626943,,POINT (-117.0465559 32.754864)
traffic_signals,49346625,,POINT (-117.1402257 32.709488)
,2900087281,,POINT (-116.9714324 32.6617283)
,49346630,,POINT (-117.1402351 32.710526)
,4341626949,,POINT (-117.043073 32.7552151)
,49281094,,POINT (-117.026947 32.673714)
,4341626951,,POINT (-117.0475605 32.7553362)
,49281093,,POINT (-117.027382 32.674267)
,4341626956,,POINT (-117.0401058 32.7559707)
traffic_signals,49346639,,POINT (-117.1402447 32.71159)
,4341626959,,POINT (-117.0393472 32.7564276)
,4341626961,,POINT (-117.0386249 32.7569075)
,49281106,,POINT (-117.026497 32.671127)
,4341626964,,POINT (-117.0372499 32.7577787)
,49281109,,POINT (-117.024406 32.679073)
,49608790,,POINT (-117.19381 32.782253)
,49346652,,POINT (-117.140266 32.714764)
,4341626974,,POINT (-117.029854 32.7682044)
,49346658,,POINT (-117.140282 32.7168502)
,49281123,,POINT (-117.025337 32.677483)
,6197737573,,POINT (-117.1989048 32.7319188)
motorway_junction,48953449,13A,POINT (-117.1149097 32.688226)
,6197737580,,POINT (-117.1956395 32.7305016)
,6197737582,,POINT (-117.1956981 32.7306493)
,49346672,,POINT (-117.140297 32.718941)
,6197737584,,POINT (-117.1953049 32.7303292)
,49346674,,POINT (-117.1402949 32.7194057)
,49281138,,POINT (-117.027496 32.676159)
,49346676,,POINT (-117.140312 32.719646)
,49346700,,POINT (-117.07972 32.574257)
,49346706,,POINT (-117.079491 32.573605)
,49281170,,POINT (-117.0249819 32.669258)
,3471571090,,POINT (-116.9558601 32.6166287)
,3471571091,,POINT (-116.9564815 32.6173009)
,49215639,,POINT (-117.148613 32.787067)
,49215640,,POINT (-117.021973 32.649918)
,279050391,,POINT (-117.09362 32.5839227)
,49150107,,POINT (-117.223213 32.733437)
,49215646,,POINT (-117.023277 32.650013)
,49150110,,POINT (-117.2233859 32.733558)
,49150111,,POINT (-117.2242271 32.7340345)
,49150113,,POINT (-117.225197 32.734623)
,49150116,,POINT (-117.226158 32.735203)
turning_circle,1332017331,,POINT (-117.1080606 32.7490166)
turning_circle,49150137,,POINT (-117.198677 32.778511)
,49150140,,POINT (-117.197403 32.777691)
,49150143,,POINT (-117.135933 32.69384)
,49150146,,POINT (-117.133774 32.693825)
,49674435,,POINT (-117.151237 32.784439)
,49150150,,POINT (-117.129463 32.693859)
,49150152,,POINT (-117.127289 32.693874)
,49150153,,POINT (-117.125313 32.693886)
,49150160,,POINT (-117.120033 32.69389)
turning_circle,49674449,,POINT (-117.150627 32.786015)
,49150162,,POINT (-117.119583 32.693901)
,49084627,,POINT (-117.249931 32.735847)
,49150163,,POINT (-117.116768 32.6939241)
,49084629,,POINT (-117.249207 32.736679)
,49084631,,POINT (-117.248482 32.737534)
,49084633,,POINT (-117.247757 32.738369)
,5380372698,,POINT (-117.0791324 32.6393082)
,49084635,,POINT (-117.24704 32.739212)
,49084636,,POINT (-117.2463 32.740059)
,49150171,,POINT (-117.114594 32.693943)
,49084638,,POINT (-117.245567 32.740913)
stop,49150173,,POINT (-117.1124614 32.6939588)
,49084640,,POINT (-117.2448604 32.7417462)
,5380372703,,POINT (-117.0772897 32.6343473)
,49084642,,POINT (-117.2441188 32.7426044)
,5380372704,,POINT (-117.07777 32.6356725)
,49084644,,POINT (-117.243401 32.743443)
,5380372705,,POINT (-117.0779587 32.6360976)
,49084646,,POINT (-117.242683 32.744282)
,49150178,,POINT (-117.1103137 32.6939519)
,49084648,,POINT (-117.241951 32.745125)
,5380372708,,POINT (-117.0786447 32.6378162)
,49084650,,POINT (-117.241249 32.74593)
,48953579,,POINT (-117.155869 32.753254)
,49084652,,POINT (-117.240723 32.746552)
,49150181,,POINT (-117.108139 32.693943)
traffic_signals,48953582,,POINT (-117.1574197 32.74838)
turning_circle,3874683119,,POINT (-116.9630855 32.7184063)
,49346800,,POINT (-117.069023 32.677883)
,49346798,,POINT (-117.071159 32.67728)
,49346802,,POINT (-117.067619 32.678787)
traffic_signals,48953583,,POINT (-117.1571873 32.7483818)
,49084658,,POINT (-117.2391625 32.7483972)
,49084656,,POINT (-117.2397229 32.7477434)
,49346806,,POINT (-117.109673 32.769657)
,49084654,,POINT (-117.240196 32.747143)
,5380372719,,POINT (-117.0769362 32.6336084)
traffic_signals,2802972916,,POINT (-117.1709668 32.7198081)
,49543419,,POINT (-117.09893 32.687645)
,49346812,,POINT (-117.108704 32.771034)
,49346815,,POINT (-117.107918 32.77195)
,49543423,,POINT (-117.098358 32.687675)
,2802972928,,POINT (-117.1710004 32.7135662)
,2802972930,,POINT (-117.1711426 32.7125136)
,49084675,,POINT (-117.048828 32.573101)
,49150212,,POINT (-117.100166 32.693226)
,49084677,,POINT (-117.046379 32.573086)
,49084678,,POINT (-117.045418 32.573074)
,49084679,,POINT (-117.044472 32.573082)
,49084680,,POINT (-117.043533 32.573074)
turning_circle,49084681,,POINT (-117.040581 32.573036)
,49084682,,POINT (-116.9487821 32.6412109)
traffic_signals,4344903943,,POINT (-117.0263192 32.7428352)
,49150216,,POINT (-117.0981359 32.6931591)
,49150217,,POINT (-117.0965791 32.6931276)
,49084686,,POINT (-116.946613 32.6409794)
,49346830,,POINT (-117.107674 32.773705)
,49084688,,POINT (-116.9456588 32.6410588)
,49346833,,POINT (-117.10836 32.774773)
,2802972941,,POINT (-117.1711199 32.7188185)
,48953619,,POINT (-116.962334 32.790203)
,48953620,,POINT (-116.962318 32.790497)
traffic_signals,2802972942,,POINT (-117.1711224 32.7198091)
traffic_signals,2802972943,,POINT (-117.1711225 32.7199027)
,49608987,,POINT (-117.017014 32.758259)
traffic_signals,2802972955,,POINT (-117.17167 32.7245725)
traffic_signals,2802972957,,POINT (-117.1720917 32.7255549)
traffic_signals,2802972960,,POINT (-117.1737734 32.7294764)
,49215777,,POINT (-117.058594 32.673168)
,48953636,,POINT (-117.0894988 32.6137374)
motorway_junction,48953637,7A,POINT (-117.0905683 32.6104713)
,49215784,,POINT (-117.057571 32.673027)
traffic_signals,2802972972,,POINT (-117.1781726 32.7359763)
,2802972973,,POINT (-117.1762504 32.7335446)
,49346863,,POINT (-117.0246696 32.7571269)
motorway_junction,276822322,,POINT (-117.1593738 32.7643326)
,49215799,,POINT (-117.054611 32.6744)
,2802972985,,POINT (-117.1710178 32.7145854)
,49346878,,POINT (-117.023987 32.759193)
,49215807,,POINT (-117.053864 32.674976)
,49346880,,POINT (-117.083427 32.712181)
,49215811,,POINT (-117.053123 32.675602)
,49084741,,POINT (-117.013962 32.734615)
